13722KRDU RDU20260801181512608/01/26 18:15:31  5-MIN KRDU 012315Z 16007G15KT 10SM FEW055 SCT075 BKN250 29/19 A2986 490 54 2300 170/07G15 RMK AO2 T02940194
13722KRDU RDU20260801182012608/01/26 18:20:31  5-MIN KRDU 012320Z 15012G17KT 10SM FEW055 SCT075 BKN250 29/19 A2986 490 54 2300 160/12G17 RMK AO2 T02940194
13722KRDU RDU20260801182512608/01/26 18:25:31  5-MIN KRDU 012325Z 15016G25KT 10SM FEW055 SCT075 BKN250 29/19 A2987 490 52 2300 160/16G25 RMK AO2 T02940189
13722KRDU RDU20260801183012608/01/26 18:30:31  5-MIN KRDU 012330Z 16013G25KT 10SM FEW055 SCT075 BKN250 29/19 A2986 490 54 2200 170/13G25 RMK AO2 T02890189
13722KRDU RDU20260801183512608/01/26 18:35:31  5-MIN KRDU 012335Z 16013G23KT 10SM FEW055 SCT075 BKN250 29/19 A2987 490 54 2200 170/13G23 RMK AO2 T02890189
13722KRDU RDU20260801184012608/01/26 18:40:31  5-MIN KRDU 012340Z 15012G23KT 10SM FEW055 SCT075 BKN250 29/19 A2987 480 54 2200 160/12G23 RMK AO2 T02890189
13722KRDU RDU20260801184515108/01/26 18:45:31  5-MIN KRDU 012345Z 14012G20KT 10SM FEW055 SCT075 BKN250 29/19 A2987 480 54 2200 150/12G20 RMK AO2 SLP109 T02890189 10322 20289 56018
13722KRDU RDU20260801185014408/01/26 18:50:31  5-MIN KRDU 012350Z 15013G22KT 10SM SCT065 BKN210 29/19 A2987 480 54 2200 160/13G22 RMK AO2 SLP109 T02890189 10322 20289 56018
13722KRDU RDU20260801185511908/01/26 18:55:31  5-MIN KRDU 012355Z 15013G22KT 10SM SCT065 BKN210 29/19 A2987 480 54 2200 160/13G22 RMK AO2 T02890189
13722KRDU RDU20260801190011908/01/26 19:00:31  5-MIN KRDU 020000Z 16012G20KT 10SM SCT065 BKN210 28/19 A2987 480 56 2200 160/12G20 RMK AO2 T02830189
13722KRDU RDU20260801190511908/01/26 19:05:31  5-MIN KRDU 020005Z 14015G24KT 10SM SCT065 BKN210 28/19 A2987 480 56 2200 150/15G24 RMK AO2 T02830189
13722KRDU RDU20260801191011908/01/26 19:10:31  5-MIN KRDU 020010Z 15015G24KT 10SM SCT065 BKN210 28/19 A2987 480 56 2200 160/15G24 RMK AO2 T02830189
13722KRDU RDU20260801191511908/01/26 19:15:31  5-MIN KRDU 020015Z 14015G24KT 10SM SCT065 BKN210 28/19 A2987 480 56 2200 150/15G24 RMK AO2 T02830189
13722KRDU RDU20260801192011908/01/26 19:20:31  5-MIN KRDU 020020Z 14012G21KT 10SM SCT065 BKN210 28/19 A2987 480 56 2200 150/12G21 RMK AO2 T02830189
13722KRDU RDU20260801192511908/01/26 19:25:31  5-MIN KRDU 020025Z 15010G21KT 10SM SCT065 BKN210 28/19 A2987 480 58 2100 160/10G21 RMK AO2 T02780189
13722KRDU RDU20260801193011308/01/26 19:30:31  5-MIN KRDU 020030Z 15010KT 10SM SCT065 BKN210 28/19 A2988 480 60 2100 160/10 RMK AO2 T02780194
